side,entry_dt,exit_dt,entry_price,exit_price,pnl,reason
L,2025-05-18 14:00:00,2025-05-19 02:00:00,2511.34,2461.59,-83.24056479807592,MH
S,2025-05-19 03:00:00,2025-05-19 15:00:00,2461.58,2402.54,91.9383810398199,MH
L,2025-05-19 22:00:00,2025-05-20 10:00:00,2426.31,2566.01,226.3085755736081,MH
L,2025-05-20 10:00:00,2025-05-20 22:00:00,2539.52,2467.66,-117.18674395161311,MH
S,2025-05-20 22:00:00,2025-05-21 10:00:00,2474.52,2538.35,-107.17960654995704,MH
L,2025-05-21 14:00:00,2025-05-22 01:00:00,2592.5,2501.7625,-144.00000000000026,SL
S,2025-05-22 02:00:00,2025-05-22 07:00:00,2471.49,2557.9921499999996,-143.9999999999997,SL
L,2025-05-22 12:00:00,2025-05-23 00:00:00,2628.59,2644.99,20.956345417124215,MH
S,2025-05-23 04:00:00,2025-05-23 10:00:00,2634.03,2726.22105,-143.99999999999983,SL
L,2025-05-23 11:00:00,2025-05-23 19:00:00,2704.94,2610.2671,-144.00000000000003,SL
S,2025-05-23 20:00:00,2025-05-24 08:00:00,2565.32,2514.99,74.4775388645477,MH
S,2025-05-24 09:00:00,2025-05-24 21:00:00,2514.99,2545.45,-52.445520658133894,MH
S,2025-05-25 06:00:00,2025-05-25 18:00:00,2539.19,2491.52,71.09481370043214,MH
L,2025-05-26 04:00:00,2025-05-26 16:00:00,2525.2,2567.19,62.51354348170479,MH
L,2025-05-26 16:00:00,2025-05-27 04:00:00,2579.7,2565.07,-26.684808311043387,MH
L,2025-05-27 16:00:00,2025-05-28 04:00:00,2606.97,2667.54,88.9354768179153,MH
L,2025-05-28 20:00:00,2025-05-29 08:00:00,2655.99,2721.21,94.22326138276162,MH
L,2025-05-29 08:00:00,2025-05-29 20:00:00,2680.4,2692.24,13.669004626174736,MH
S,2025-05-29 21:00:00,2025-05-30 09:00:00,2692.24,2597.17,137.25040858170107,MH
S,2025-05-30 09:00:00,2025-05-30 21:00:00,2572.24,2575.54,-9.13171399247377,MH
S,2025-05-30 22:00:00,2025-05-31 10:00:00,2575.54,2489.09,130.2631059894233,MH
S,2025-05-31 10:00:00,2025-05-31 22:00:00,2491.86,2541.17,-83.15372452706,MH
L,2025-05-31 23:00:00,2025-06-01 11:00:00,2541.18,2512.14,-49.711047623544914,MH
S,2025-06-01 11:00:00,2025-06-01 23:00:00,2506.23,2522.0,-29.16927815882817,MH
L,2025-06-02 01:00:00,2025-06-02 13:00:00,2537.64,2491.89,-76.1142478838606,MH
S,2025-06-02 18:00:00,2025-06-03 06:00:00,2480.4,2567.214,-143.99999999999977,SL
L,2025-06-03 07:00:00,2025-06-03 19:00:00,2583.4,2600.21,22.027715413795686,MH
L,2025-06-03 22:00:00,2025-06-04 10:00:00,2625.5,2611.14,-25.877737573795663,MH
L,2025-06-04 13:00:00,2025-06-05 01:00:00,2636.48,2634.09,-7.626046850345722,MH
L,2025-06-05 01:00:00,2025-06-05 13:00:00,2658.72,2612.08,-74.16910392971035,MH
S,2025-06-05 19:00:00,2025-06-06 07:00:00,2595.64,2412.9,277.610701021713,MH
S,2025-06-06 07:00:00,2025-06-06 19:00:00,2428.55,2474.93,-80.39126227584303,MH
L,2025-06-06 19:00:00,2025-06-07 07:00:00,2480.33,2475.38,-11.982808739159417,MH
S,2025-06-07 07:00:00,2025-06-07 19:00:00,2481.32,2494.22,-24.795383102541606,MH
L,2025-06-07 22:00:00,2025-06-08 10:00:00,2506.11,2511.09,3.9485736859116605,MH
S,2025-06-08 18:00:00,2025-06-09 06:00:00,2496.6,2506.64,-20.08587679243766,MH
L,2025-06-09 06:00:00,2025-06-09 18:00:00,2537.05,2534.07,-8.698370154313109,MH
L,2025-06-10 01:00:00,2025-06-10 13:00:00,2557.08,2669.86,172.4199790385912,MH
L,2025-06-10 20:00:00,2025-06-11 08:00:00,2772.99,2794.64,27.229827731077417,MH
L,2025-06-11 08:00:00,2025-06-11 20:00:00,2815.74,2804.32,-20.223088779503247,MH
L,2025-06-11 21:00:00,2025-06-12 09:00:00,2804.32,2774.87,-46.00661836024458,MH
S,2025-06-12 16:00:00,2025-06-13 04:00:00,2739.45,2637.87,144.32174341564902,MH
S,2025-06-13 04:00:00,2025-06-13 16:00:00,2693.12,2516.56,258.23859315589345,MH
L,2025-06-13 20:00:00,2025-06-14 08:00:00,2543.93,2561.2,23.154835235246225,MH
S,2025-06-14 15:00:00,2025-06-15 03:00:00,2542.11,2506.31,52.33115797506824,MH
S,2025-06-15 03:00:00,2025-06-15 15:00:00,2507.16,2527.33,-36.179836946983954,MH
S,2025-06-15 17:00:00,2025-06-16 05:00:00,2519.58,2516.0,1.683486930361294,MH
S,2025-06-16 05:00:00,2025-06-16 13:00:00,2502.08,2589.6528,-143.99999999999986,SL
L,2025-06-16 13:00:00,2025-06-17 01:00:00,2574.63,2632.74,86.28093357103688,MH
L,2025-06-17 04:00:00,2025-06-17 06:00:00,2659.22,2566.1472999999996,-144.00000000000026,SL
S,2025-06-17 07:00:00,2025-06-17 19:00:00,2568.65,2551.25,23.095945340937988,MH
S,2025-06-17 23:00:00,2025-06-18 11:00:00,2531.86,2526.87,3.8835322648175428,MH
L,2025-06-18 13:00:00,2025-06-19 01:00:00,2536.13,2495.32,-68.36578566556122,MH
L,2025-06-19 18:00:00,2025-06-20 06:00:00,2537.36,2522.7,-27.11063467541115,MH
L,2025-06-20 16:00:00,2025-06-21 01:00:00,2548.6,2459.399,-144.00000000000006,SL
S,2025-06-21 01:00:00,2025-06-21 13:00:00,2481.64,2422.81,90.82439032252854,MH
L,2025-06-21 17:00:00,2025-06-22 05:00:00,2440.39,2354.97635,-143.99999999999994,SL
S,2025-06-22 06:00:00,2025-06-22 18:00:00,2280.35,2258.29,34.69581423904216,MH
S,2025-06-22 18:00:00,2025-06-23 06:00:00,2240.59,2232.85,9.8177890644879,MH
L,2025-06-23 07:00:00,2025-06-23 19:00:00,2232.85,2252.16,30.592561076650817,MH
L,2025-06-23 22:00:00,2025-06-24 00:00:00,2294.03,2213.73895,-144.00000000000045,SL
S,2025-06-24 01:00:00,2025-06-24 02:00:00,2220.95,2298.6832499999996,-143.9999999999996,SL
L,2025-06-24 05:00:00,2025-06-24 17:00:00,2346.11,2414.63,112.8231668591839,MH
L,2025-06-25 01:00:00,2025-06-25 13:00:00,2477.87,2428.01,-84.48848406090663,MH
S,2025-06-25 14:00:00,2025-06-26 02:00:00,2428.01,2417.4,13.479334928604292,MH
L,2025-06-26 10:00:00,2025-06-26 22:00:00,2457.76,2445.52,-23.920578087364486,MH
S,2025-06-26 22:00:00,2025-06-27 10:00:00,2432.32,2436.84,-11.43323246941189,MH
L,2025-06-27 18:00:00,2025-06-28 06:00:00,2459.56,2421.3,-66.22251134349196,MH
L,2025-06-28 16:00:00,2025-06-29 04:00:00,2430.55,2428.56,-7.2749789142379075,MH
L,2025-06-29 17:00:00,2025-06-30 05:00:00,2442.76,2430.15,-24.648774337225312,MH
L,2025-06-30 07:00:00,2025-06-30 19:00:00,2501.0,2457.19,-74.06797281087556,MH
S,2025-06-30 23:00:00,2025-07-01 11:00:00,2437.72,2484.36,-80.5305285266566,MH
S,2025-07-01 13:00:00,2025-07-02 01:00:00,2459.94,2431.19,42.74910770181386,MH
S,2025-07-02 04:00:00,2025-07-02 16:00:00,2401.45,2447.99,-81.51983176830659,MH
L,2025-07-02 16:00:00,2025-07-03 04:00:00,2445.76,2589.24,230.65916524924694,MH
L,2025-07-03 04:00:00,2025-07-03 16:00:00,2603.64,2586.99,-29.579573212886714,MH
L,2025-07-03 22:00:00,2025-07-04 10:00:00,2623.75,2574.09,-79.70843258694595,MH
S,2025-07-04 15:00:00,2025-07-05 03:00:00,2557.24,2481.59,114.33070028624554,MH
L,2025-07-05 15:00:00,2025-07-06 03:00:00,2526.19,2504.41,-38.486717151125134,MH
S,2025-07-06 14:00:00,2025-07-07 02:00:00,2509.81,2531.05,-37.851168016702836,MH
L,2025-07-07 06:00:00,2025-07-07 18:00:00,2586.85,2557.55,-49.30606722461639,MH
S,2025-07-07 19:00:00,2025-07-08 07:00:00,2557.56,2541.37,21.321009086785928,MH
L,2025-07-08 15:00:00,2025-07-09 03:00:00,2557.91,2609.23,76.25301906634739,MH
L,2025-07-09 03:00:00,2025-07-09 15:00:00,2623.79,2623.74,-4.076225612568356,MH
L,2025-07-09 15:00:00,2025-07-10 03:00:00,2630.41,2763.56,198.47794070125966,MH
L,2025-07-10 03:00:00,2025-07-10 15:00:00,2716.89,2789.54,102.96053207895805,MH
L,2025-07-11 01:00:00,2025-07-11 13:00:00,2806.98,3003.9,276.61475322232445,MH
S,2025-07-12 00:00:00,2025-07-12 12:00:00,2950.46,2949.98,-3.349254014628203,MH
S,2025-07-12 22:00:00,2025-07-13 10:00:00,2938.7,2952.7,-23.056045190050025,MH
L,2025-07-13 10:00:00,2025-07-13 22:00:00,2948.02,2986.21,47.817830272521974,MH
L,2025-07-13 22:00:00,2025-07-14 10:00:00,2988.21,2999.55,11.179656048269894,MH
L,2025-07-14 12:00:00,2025-07-15 00:00:00,3036.37,3024.37,-19.808350102260263,MH
S,2025-07-15 03:00:00,2025-07-15 15:00:00,2988.48,2976.35,12.235678338151981,MH
L,2025-07-15 21:00:00,2025-07-16 09:00:00,2999.4,3139.5,182.83736747349457,MH
L,2025-07-16 09:00:00,2025-07-16 21:00:00,3142.24,3194.39,62.38576302255727,MH
L,2025-07-16 22:00:00,2025-07-17 10:00:00,3194.37,3348.59,189.11476128313285,MH
L,2025-07-17 15:00:00,2025-07-18 03:00:00,3441.12,3410.77,-39.279211419537724,MH
L,2025-07-18 09:00:00,2025-07-18 21:00:00,3537.37,3640.34,112.43678778301424,MH
S,2025-07-18 23:00:00,2025-07-19 11:00:00,3586.0,3591.74,-10.40267707752346,MH
L,2025-07-19 12:00:00,2025-07-20 00:00:00,3591.74,3559.49,-39.91574000345237,MH
L,2025-07-20 04:00:00,2025-07-20 16:00:00,3577.13,3710.15,144.7449435720815,MH
L,2025-07-20 17:00:00,2025-07-21 05:00:00,3710.15,3768.91,59.35053838793554,MH
L,2025-07-21 23:00:00,2025-07-22 09:00:00,3840.52,3706.1018,-144.00000000000009,SL
L,2025-07-22 10:00:00,2025-07-22 12:00:00,3793.75,3660.96875,-144.0,SL
S,2025-07-22 13:00:00,2025-07-23 01:00:00,3654.74,3699.11,-52.56159398479821,MH
S,2025-07-23 15:00:00,2025-07-24 03:00:00,3693.71,3587.06,111.49363647931222,MH
S,2025-07-24 03:00:00,2025-07-24 15:00:00,3603.82,3589.94,11.405874877213744,MH
L,2025-07-24 23:00:00,2025-07-25 11:00:00,3733.88,3603.1942,-144.0000000000002,SL
S,2025-07-25 12:00:00,2025-07-25 17:00:00,3594.25,3720.04875,-143.99999999999991,SL
L,2025-07-26 11:00:00,2025-07-26 23:00:00,3741.28,3734.51,-11.238164478467244,MH
L,2025-07-27 19:00:00,2025-07-28 07:00:00,3815.71,3871.47,54.453079505517735,MH
L,2025-07-28 08:00:00,2025-07-28 20:00:00,3871.48,3869.82,-5.715106367590538,MH
S,2025-07-28 23:00:00,2025-07-29 11:00:00,3783.48,3790.46,-11.379449607239914,MH
L,2025-07-29 15:00:00,2025-07-30 03:00:00,3827.74,3763.78,-70.83839550230641,MH
L,2025-07-30 11:00:00,2025-07-30 23:00:00,3811.08,3795.76,-20.079431552210618,MH
S,2025-07-31 03:00:00,2025-07-31 12:00:00,3736.39,3867.1636499999995,-143.9999999999996,SL
L,2025-07-31 12:00:00,2025-08-01 00:00:00,3861.97,3801.93,-66.18587922744089,MH
S,2025-08-01 00:00:00,2025-08-01 12:00:00,3786.01,3680.4,107.57920871841345,MH
S,2025-08-01 17:00:00,2025-08-02 05:00:00,3607.81,3535.17,76.53639188316444,MH
S,2025-08-02 05:00:00,2025-08-02 17:00:00,3539.9,3490.72,51.57219130483945,MH
S,2025-08-03 00:00:00,2025-08-03 12:00:00,3457.5,3443.12,12.636297903109309,MH
L,2025-08-03 13:00:00,2025-08-04 01:00:00,3443.12,3488.41,48.61507005274282,MH
L,2025-08-04 09:00:00,2025-08-04 21:00:00,3543.91,3619.62,81.45363736663745,MH
L,2025-08-04 22:00:00,2025-08-05 10:00:00,3619.62,3678.88,61.487537365801074,MH
S,2025-08-05 12:00:00,2025-08-06 00:00:00,3650.4,3576.16,77.34998904229698,MH
S,2025-08-06 00:00:00,2025-08-06 12:00:00,3568.46,3572.41,-8.427680287855061,MH
L,2025-08-06 14:00:00,2025-08-07 02:00:00,3637.2,3675.76,38.406246563290885,MH
L,2025-08-07 02:00:00,2025-08-07 14:00:00,3680.75,3693.66,10.029749371731146,MH
L,2025-08-07 17:00:00,2025-08-08 05:00:00,3720.25,3869.61,156.59135810765417,MH
L,2025-08-08 05:00:00,2025-08-08 17:00:00,3872.4,3898.8,23.26991013325079,MH
L,2025-08-08 22:00:00,2025-08-09 10:00:00,3998.94,4030.66,27.72840802812725,MH
L,2025-08-09 13:00:00,2025-08-10 01:00:00,4079.42,4233.28,146.86458369081848,MH
L,2025-08-10 04:00:00,2025-08-10 16:00:00,4256.64,4208.69,-49.05901368215374,MH
S,2025-08-10 16:00:00,2025-08-11 04:00:00,4184.36,4214.77,-33.07015648749225,MH
L,2025-08-11 04:00:00,2025-08-11 16:00:00,4247.2,4280.56,27.418346204558848,MH
S,2025-08-11 20:00:00,2025-08-11 23:00:00,4183.51,4329.93285,-143.99999999999991,SL
L,2025-08-12 21:00:00,2025-08-13 09:00:00,4404.92,4583.61,158.26401387539352,MH
L,2025-08-13 12:00:00,2025-08-14 00:00:00,4645.4,4700.05,43.05730399965605,MH
L,2025-08-14 04:00:00,2025-08-14 16:00:00,4738.73,4726.8,-14.070208684604848,MH
S,2025-08-14 19:00:00,2025-08-15 07:00:00,4707.78,4545.26,134.08631669279325,MH
L,2025-08-15 10:00:00,2025-08-15 22:00:00,4602.06,4491.75,-99.87880210166786,MH
S,2025-08-15 22:00:00,2025-08-16 10:00:00,4538.71,4442.79,80.53503308208727,MH
S,2025-08-16 18:00:00,2025-08-17 06:00:00,4395.93,4424.76,-30.233356764097632,MH
L,2025-08-17 12:00:00,2025-08-18 00:00:00,4450.44,4515.39,54.37625043815958,MH
S,2025-08-18 01:00:00,2025-08-18 13:00:00,4515.39,4311.74,176.4052363140287,MH
S,2025-08-18 13:00:00,2025-08-19 01:00:00,4335.0,4341.36,-9.868512110726343,MH
S,2025-08-19 08:00:00,2025-08-19 20:00:00,4311.72,4304.03,3.1340439546171908,MH
S,2025-08-19 23:00:00,2025-08-20 11:00:00,4190.25,4139.0,44.92309528071117,MH
L,2025-08-21 00:00:00,2025-08-21 12:00:00,4253.46,4293.58,33.72928392414636,MH
S,2025-08-21 18:00:00,2025-08-22 06:00:00,4275.55,4251.41,18.5842289296117,MH
L,2025-08-22 11:00:00,2025-08-22 23:00:00,4289.04,4613.93,298.99554212597724,MH
L,2025-08-22 23:00:00,2025-08-23 11:00:00,4611.79,4694.47,67.71185158040612,MH
S,2025-08-23 11:00:00,2025-08-23 23:00:00,4713.98,4749.17,-33.86011820160502,MH
L,2025-08-24 00:00:00,2025-08-24 12:00:00,4749.17,4792.0,32.073671820549635,MH
S,2025-08-24 19:00:00,2025-08-25 01:00:00,4738.51,4904.357849999999,-143.99999999999932,SL
L,2025-08-25 01:00:00,2025-08-25 13:00:00,4819.77,4703.47,-100.51912850613218,MH
S,2025-08-25 15:00:00,2025-08-26 03:00:00,4629.11,4418.75,177.7714420266528,MH
S,2025-08-26 04:00:00,2025-08-26 16:00:00,4418.77,4418.0,-3.3029734518878,MH
L,2025-08-26 21:00:00,2025-08-27 09:00:00,4494.86,4560.81,54.68925839737009,MH
L,2025-08-28 00:00:00,2025-08-28 06:00:00,4655.31,4492.374150000001,-143.99999999999986,SL
S,2025-08-28 06:00:00,2025-08-28 18:00:00,4525.64,4608.55,-77.28024323631561,MH
S,2025-08-29 01:00:00,2025-08-29 13:00:00,4463.14,4478.04,-17.353827126193337,MH
S,2025-08-29 16:00:00,2025-08-30 04:00:00,4379.03,4320.15,49.783600477731476,MH
S,2025-08-30 10:00:00,2025-08-30 15:00:00,4262.93,4412.13255,-143.99999999999997,SL
L,2025-08-30 15:00:00,2025-08-31 03:00:00,4394.16,4352.33,-42.07781236914444,MH
L,2025-08-31 09:00:00,2025-08-31 21:00:00,4465.39,4468.81,-0.936437802745048,MH
S,2025-09-01 07:00:00,2025-09-01 19:00:00,4442.72,4390.87,42.683113047862896,MH
S,2025-09-02 01:00:00,2025-09-02 13:00:00,4353.3,4382.64,-30.958858796774994,MH
L,2025-09-02 13:00:00,2025-09-03 01:00:00,4385.62,4317.18,-66.42218888093322,MH
L,2025-09-03 11:00:00,2025-09-03 23:00:00,4336.34,4477.0,125.74997347993917,MH
L,2025-09-03 23:00:00,2025-09-04 11:00:00,4464.75,4396.12,-65.4860854471136,MH
S,2025-09-04 11:00:00,2025-09-04 23:00:00,4419.81,4302.61,102.06790789649394,MH
S,2025-09-04 23:00:00,2025-09-05 11:00:00,4339.69,4326.5,8.157550424108267,MH
L,2025-09-05 14:00:00,2025-09-06 02:00:00,4336.22,4310.39,-27.82720433926316,MH
S,2025-09-07 00:00:00,2025-09-07 12:00:00,4267.69,4299.28,-33.60852358067258,MH
S,2025-09-08 01:00:00,2025-09-08 13:00:00,4281.93,4294.9,-16.11603178940276,MH
L,2025-09-08 23:00:00,2025-09-09 11:00:00,4349.19,4304.98,-44.66044481846048,MH
L,2025-09-09 15:00:00,2025-09-10 03:00:00,4363.99,4292.55,-69.4813599481205,MH
L,2025-09-10 12:00:00,2025-09-11 00:00:00,4318.83,4383.99,56.34967803780177,MH
L,2025-09-11 00:00:00,2025-09-11 12:00:00,4403.49,4409.99,1.9044076403034866,MH
L,2025-09-12 07:00:00,2025-09-12 19:00:00,4451.37,4519.32,57.059853483309475,MH
L,2025-09-13 01:00:00,2025-09-13 13:00:00,4573.66,4721.5,125.29688695705423,MH
S,2025-09-13 22:00:00,2025-09-14 10:00:00,4684.0,4681.62,-1.9675491033303936,MH
S,2025-09-14 20:00:00,2025-09-15 08:00:00,4632.88,4599.69,24.65604116661818,MH
L,2025-09-15 13:00:00,2025-09-15 23:00:00,4640.98,4478.5457,-143.99999999999991,SL
S,2025-09-16 01:00:00,2025-09-16 13:00:00,4493.14,4527.36,-34.46421878686117,MH
S,2025-09-16 22:00:00,2025-09-17 10:00:00,4471.49,4528.24,-54.76607573761766,MH
L,2025-09-17 11:00:00,2025-09-17 23:00:00,4528.24,4487.65,-39.85499001819704,MH
S,2025-09-18 02:00:00,2025-09-18 06:00:00,4426.0,4580.91,-143.99999999999986,SL
L,2025-09-18 07:00:00,2025-09-18 19:00:00,4585.15,4573.99,-13.735777455481156,MH
L,2025-09-19 01:00:00,2025-09-19 13:00:00,4619.47,4538.5,-74.11193924844214,MH
S,2025-09-19 13:00:00,2025-09-20 01:00:00,4555.85,4457.66,82.21003764390882,MH
S,2025-09-20 01:00:00,2025-09-20 13:00:00,4478.91,4476.33,-1.6958679678761777,MH
